sensor_id,location_type,timestamp,temperature_c,humidity_pct
SNS-001,Roadside,2026-02-05,32.15,43.5
SNS-001,Roadside,2026-02-10,30.0,51.13333333333333
SNS-001,Roadside,2026-02-15,32.2,57.1
SNS-001,Roadside,2026-02-20,28.95,51.025
SNS-001,Roadside,2026-02-25,29.82,49.64
SNS-001,Roadside,2026-03-02,28.366666666666664,52.23333333333333
SNS-001,Roadside,2026-03-07,31.0,51.9
SNS-001,Roadside,2026-03-12,23.1,48.2
SNS-001,Roadside,2026-03-17,29.9,59.2
SNS-001,Roadside,2026-03-22,28.2,56.15
SNS-001,Roadside,2026-03-27,,
SNS-001,Roadside,2026-04-01,27.1,56.8
SNS-001,Roadside,2026-04-06,23.75,61.45
SNS-001,Roadside,2026-04-11,,
SNS-001,Roadside,2026-04-16,24.825,61.425
SNS-001,Roadside,2026-04-21,23.833333333333332,62.03333333333333
SNS-001,Roadside,2026-04-26,22.733333333333334,67.46666666666665
SNS-001,Roadside,2026-05-01,24.95,65.9
SNS-001,Roadside,2026-05-06,22.400000000000002,63.76666666666667
SNS-001,Roadside,2026-05-11,26.9,67.1
SNS-001,Roadside,2026-05-16,,
SNS-001,Roadside,2026-05-21,21.38333333333333,64.14999999999999
SNS-001,Roadside,2026-05-26,21.2,64.1
SNS-001,Roadside,2026-05-31,22.0,66.43333333333334
SNS-001,Roadside,2026-06-05,20.05,61.9
SNS-001,Roadside,2026-06-10,,
SNS-001,Roadside,2026-06-15,20.65,69.225
SNS-001,Roadside,2026-06-20,21.2,76.3
SNS-001,Roadside,2026-06-25,20.240000000000002,71.58
SNS-001,Roadside,2026-06-30,20.35,72.0
SNS-001,Roadside,2026-07-05,,
SNS-001,Roadside,2026-07-10,,
SNS-001,Roadside,2026-07-15,18.1,66.95
SNS-001,Roadside,2026-07-20,21.633333333333336,70.8
SNS-001,Roadside,2026-07-25,21.3,72.9
SNS-001,Roadside,2026-07-30,22.4,70.4
SNS-001,Roadside,2026-08-04,21.2,67.9
SNS-001,Roadside,2026-08-09,23.799999999999997,68.25
SNS-001,Roadside,2026-08-14,23.666666666666668,62.73333333333333
SNS-001,Roadside,2026-08-19,22.314285714285713,66.51428571428572
SNS-001,Roadside,2026-08-24,21.6,63.0
SNS-001,Roadside,2026-08-29,25.8,57.9
SNS-001,Roadside,2026-09-03,23.45,62.2
SNS-001,Roadside,2026-09-08,26.400000000000002,59.666666666666664
SNS-001,Roadside,2026-09-13,25.55,61.400000000000006
SNS-002,Industrial,2025-01-01,25.15,59.825
SNS-002,Industrial,2025-01-06,24.175,56.4
SNS-002,Industrial,2025-01-11,27.35,60.825
SNS-002,Industrial,2025-01-16,25.85,55.2
SNS-002,Industrial,2025-01-21,33.1,54.0
SNS-002,Industrial,2025-01-26,27.880000000000003,52.220000000000006
SNS-002,Industrial,2025-01-31,29.8,60.9
SNS-002,Industrial,2025-02-05,32.4,47.7
SNS-002,Industrial,2025-02-10,,
SNS-002,Industrial,2025-02-15,,
SNS-002,Industrial,2025-02-20,29.05,50.400000000000006
SNS-002,Industrial,2025-02-25,30.04,52.52
SNS-002,Industrial,2025-03-02,31.5,49.9
SNS-002,Industrial,2025-03-07,,
SNS-002,Industrial,2025-03-12,29.03333333333333,54.800000000000004
SNS-002,Industrial,2025-03-17,31.6,49.0
SNS-002,Industrial,2025-03-22,30.8,55.4
SNS-002,Industrial,2025-03-27,32.0,53.599999999999994
SNS-002,Industrial,2025-04-01,,
SNS-002,Industrial,2025-04-06,31.3,54.2
SNS-002,Industrial,2025-04-11,,
SNS-002,Industrial,2025-04-16,28.5,43.8
SNS-002,Industrial,2025-04-21,28.814285714285713,50.628571428571426
SNS-002,Industrial,2025-04-26,29.9,51.6
SNS-002,Industrial,2025-05-01,,
SNS-002,Industrial,2025-05-06,26.775,53.825
SNS-002,Industrial,2025-05-11,,
SNS-002,Industrial,2025-05-16,24.95,51.35
SNS-002,Industrial,2025-05-21,27.450000000000003,61.550000000000004
SNS-002,Industrial,2025-05-26,,
SNS-002,Industrial,2025-05-31,26.549999999999997,59.3
SNS-002,Industrial,2025-06-05,26.6,61.25
SNS-002,Industrial,2025-06-10,25.200000000000003,56.7
SNS-002,Industrial,2025-06-15,24.775,60.025
SNS-002,Industrial,2025-06-20,23.866666666666664,65.56666666666666
SNS-002,Industrial,2025-06-25,20.7,59.7
SNS-002,Industrial,2025-06-30,23.349999999999998,65.8
SNS-002,Industrial,2025-07-05,22.0,65.425
SNS-002,Industrial,2025-07-10,18.2,72.4
SNS-002,Industrial,2025-07-15,24.9,62.3
SNS-002,Industrial,2025-07-20,21.5,70.8
SNS-002,Industrial,2025-07-25,20.25,68.45
SNS-002,Industrial,2025-07-30,,
SNS-002,Industrial,2025-08-04,20.099999999999998,67.13333333333334
SNS-002,Industrial,2025-08-09,20.15,71.5
SNS-002,Industrial,2025-08-14,21.3,67.9
SNS-002,Industrial,2025-08-19,21.3,69.73333333333333
SNS-002,Industrial,2025-08-24,18.9,76.9
SNS-002,Industrial,2025-08-29,21.05,63.4
SNS-002,Industrial,2025-09-03,21.1,70.025
SNS-002,Industrial,2025-09-08,20.3,71.25
SNS-002,Industrial,2025-09-13,18.174999999999997,73.575
SNS-002,Industrial,2025-09-18,19.55,68.3
SNS-002,Industrial,2025-09-23,21.55,69.0
SNS-002,Industrial,2025-09-28,23.4,69.2
SNS-002,Industrial,2025-10-03,,
SNS-002,Industrial,2025-10-08,22.95,64.9
SNS-002,Industrial,2025-10-13,23.666666666666668,67.73333333333333
SNS-002,Industrial,2025-10-18,22.66,60.879999999999995
SNS-002,Industrial,2025-10-23,23.6,65.2
SNS-002,Industrial,2025-10-28,23.53333333333333,62.56666666666666
SNS-002,Industrial,2025-11-02,25.9,64.5
SNS-002,Industrial,2025-11-07,23.0,56.2
SNS-002,Industrial,2025-11-12,25.65,58.75
SNS-002,Industrial,2025-11-17,24.450000000000003,66.9
SNS-002,Industrial,2025-11-22,26.55,55.175
SNS-002,Industrial,2025-11-27,23.2,52.349999999999994
SNS-002,Industrial,2025-12-02,27.639999999999997,54.92
SNS-002,Industrial,2025-12-07,26.3,54.6
SNS-002,Industrial,2025-12-12,27.8,42.5
SNS-002,Industrial,2025-12-17,27.833333333333332,50.86666666666667
SNS-002,Industrial,2025-12-22,29.85,54.099999999999994
SNS-002,Industrial,2025-12-27,29.166666666666668,48.13333333333333
SNS-002,Industrial,2026-01-01,30.3,48.4
SNS-002,Industrial,2026-01-06,29.099999999999998,54.96666666666667
SNS-002,Industrial,2026-01-11,29.1,49.05
SNS-002,Industrial,2026-01-16,31.5,55.4
SNS-002,Industrial,2026-01-21,29.2,48.26666666666667
SNS-002,Industrial,2026-01-26,30.03333333333333,51.63333333333333
SNS-002,Industrial,2026-01-31,31.483333333333334,51.71666666666667
SNS-002,Industrial,2026-02-05,27.2,56.8
SNS-002,Industrial,2026-02-10,29.5,52.5
SNS-002,Industrial,2026-02-15,28.766666666666666,43.800000000000004
SNS-002,Industrial,2026-02-20,30.8,51.6
SNS-002,Industrial,2026-02-25,30.52,49.86
SNS-002,Industrial,2026-03-02,30.016666666666666,49.333333333333336
SNS-002,Industrial,2026-03-07,,
SNS-002,Industrial,2026-03-12,29.333333333333332,49.36666666666667
SNS-002,Industrial,2026-03-17,28.15,50.65
SNS-002,Industrial,2026-03-22,28.05,60.65
SNS-002,Industrial,2026-03-27,,
SNS-002,Industrial,2026-04-01,26.45,59.0
SNS-002,Industrial,2026-04-06,25.15,61.150000000000006
SNS-002,Industrial,2026-04-11,24.666666666666668,63.13333333333333
SNS-002,Industrial,2026-04-16,25.7,62.8
SNS-002,Industrial,2026-04-21,25.25714285714286,62.94285714285714
SNS-002,Industrial,2026-04-26,23.8,59.3
SNS-002,Industrial,2026-05-01,21.7,66.1
SNS-002,Industrial,2026-05-06,23.075,64.925
SNS-002,Industrial,2026-05-11,23.8,65.03333333333333
SNS-002,Industrial,2026-05-16,22.9,65.65
SNS-002,Industrial,2026-05-21,,
SNS-002,Industrial,2026-05-26,22.05,67.925
SNS-002,Industrial,2026-05-31,19.9,69.9
SNS-002,Industrial,2026-06-05,23.049999999999997,67.75
SNS-002,Industrial,2026-06-10,19.8,72.8
SNS-002,Industrial,2026-06-15,20.0,69.7
SNS-002,Industrial,2026-06-20,19.366666666666667,73.76666666666667
SNS-002,Industrial,2026-06-25,19.66,69.86
SNS-002,Industrial,2026-06-30,19.9,73.69999999999999
SNS-002,Industrial,2026-07-05,20.766666666666666,70.96666666666667
SNS-002,Industrial,2026-07-10,19.1,76.1
SNS-002,Industrial,2026-07-15,20.6,67.6
SNS-002,Industrial,2026-07-20,21.75,71.3
SNS-002,Industrial,2026-07-25,20.9,66.65
SNS-002,Industrial,2026-07-30,21.5,69.86666666666666
SNS-002,Industrial,2026-08-04,,
SNS-002,Industrial,2026-08-09,21.6,68.15
SNS-002,Industrial,2026-08-14,,
SNS-002,Industrial,2026-08-19,18.866666666666667,69.4
SNS-002,Industrial,2026-08-24,,
SNS-002,Industrial,2026-08-29,23.1,62.7
SNS-002,Industrial,2026-09-03,23.28,62.1
SNS-002,Industrial,2026-09-08,,
SNS-002,Industrial,2026-09-13,26.633333333333336,61.300000000000004
SNS-003,Park,2025-01-01,27.25,58.2
SNS-003,Park,2025-01-06,27.85,62.5
SNS-003,Park,2025-01-11,23.5,57.7
SNS-003,Park,2025-01-16,27.6,57.85
SNS-003,Park,2025-01-21,24.53333333333333,51.73333333333333
SNS-003,Park,2025-01-26,30.633333333333336,56.300000000000004
SNS-003,Park,2025-01-31,29.0,46.5
SNS-003,Park,2025-02-05,27.875,53.425
SNS-003,Park,2025-02-10,30.15,49.0
SNS-003,Park,2025-02-15,,
SNS-003,Park,2025-02-20,30.0,51.53333333333333
SNS-003,Park,2025-02-25,28.349999999999998,48.71666666666667
SNS-003,Park,2025-03-02,29.0,55.58
SNS-003,Park,2025-03-07,29.5,48.7
SNS-003,Park,2025-03-12,30.6,51.55
SNS-003,Park,2025-03-17,,
SNS-003,Park,2025-03-22,29.549999999999997,46.3
SNS-003,Park,2025-03-27,30.299999999999997,46.25
SNS-003,Park,2025-04-01,30.85,50.3125
SNS-003,Park,2025-04-06,30.1,49.8
SNS-003,Park,2025-04-11,30.85,54.05
SNS-003,Park,2025-04-16,29.675,51.55
SNS-003,Park,2025-04-21,29.05,51.150000000000006
SNS-003,Park,2025-04-26,29.8,53.5
SNS-003,Park,2025-05-01,26.85,61.45
SNS-003,Park,2025-05-06,26.2,57.5
SNS-003,Park,2025-05-11,,
SNS-003,Park,2025-05-16,27.15,54.8
SNS-003,Park,2025-05-21,,
SNS-003,Park,2025-05-26,26.5,57.5
SNS-003,Park,2025-05-31,23.0,64.5
SNS-003,Park,2025-06-05,21.53333333333333,60.43333333333334
SNS-003,Park,2025-06-10,24.0,60.9
SNS-003,Park,2025-06-15,25.7,64.0
SNS-003,Park,2025-06-20,22.73333333333333,64.8
SNS-003,Park,2025-06-25,20.400000000000002,65.2
SNS-003,Park,2025-06-30,23.21666666666667,61.9
SNS-003,Park,2025-07-05,18.5,67.0
SNS-003,Park,2025-07-10,19.5,66.9
SNS-003,Park,2025-07-15,20.95,65.25
SNS-003,Park,2025-07-20,20.525,71.85
SNS-003,Park,2025-07-25,21.866666666666664,64.56666666666666
SNS-003,Park,2025-07-30,22.9,68.80000000000001
SNS-003,Park,2025-08-04,18.2,69.0
SNS-003,Park,2025-08-09,18.45,72.32499999999999
SNS-003,Park,2025-08-14,17.95,63.4
SNS-003,Park,2025-08-19,21.6,70.4
SNS-003,Park,2025-08-24,19.575,69.9
SNS-003,Park,2025-08-29,20.0,74.9
SNS-003,Park,2025-09-03,21.866666666666664,72.55
SNS-003,Park,2025-09-08,20.2,75.95
SNS-003,Park,2025-09-13,20.56,66.08000000000001
SNS-003,Park,2025-09-18,19.700000000000003,65.44999999999999
SNS-003,Park,2025-09-23,,
SNS-003,Park,2025-09-28,21.5,63.05
SNS-003,Park,2025-10-03,22.3,71.8
SNS-003,Park,2025-10-08,22.85,69.1
SNS-003,Park,2025-10-13,21.25,69.25
SNS-003,Park,2025-10-18,20.2,69.6
SNS-003,Park,2025-10-23,24.4,61.0
SNS-003,Park,2025-10-28,22.7,62.1
SNS-003,Park,2025-11-02,24.55,57.15
SNS-003,Park,2025-11-07,,
SNS-003,Park,2025-11-12,26.05,62.15
SNS-003,Park,2025-11-17,25.7,52.2
SNS-003,Park,2025-11-22,26.4,53.3
SNS-003,Park,2025-11-27,28.2,50.0
SNS-003,Park,2025-12-02,27.333333333333332,54.86666666666667
SNS-003,Park,2025-12-07,,
SNS-003,Park,2025-12-12,29.925,53.875
SNS-003,Park,2025-12-17,27.266666666666666,51.53333333333333
SNS-003,Park,2025-12-22,29.066666666666666,53.93333333333334
SNS-003,Park,2025-12-27,30.3,48.3
SNS-003,Park,2026-01-01,27.8,50.8
SNS-003,Park,2026-01-06,30.4,46.3
SNS-003,Park,2026-01-11,28.1,54.2
SNS-003,Park,2026-01-16,29.9,48.0
SNS-003,Park,2026-01-21,29.3,46.6
SNS-003,Park,2026-01-26,30.775,49.9
SNS-003,Park,2026-01-31,29.6,50.3
SNS-003,Park,2026-02-05,30.733333333333334,50.666666666666664
SNS-003,Park,2026-02-10,32.666666666666664,51.96666666666667
SNS-003,Park,2026-02-15,31.3,55.3
SNS-003,Park,2026-02-20,28.15,52.849999999999994
SNS-003,Park,2026-02-25,27.96666666666667,54.5
SNS-003,Park,2026-03-02,28.9,49.95
SNS-003,Park,2026-03-07,29.566666666666666,49.833333333333336
SNS-003,Park,2026-03-12,31.0,54.2
SNS-003,Park,2026-03-17,27.025,50.85
SNS-003,Park,2026-03-22,29.0,49.25
SNS-003,Park,2026-03-27,,
SNS-003,Park,2026-04-01,27.7,57.4
SNS-003,Park,2026-04-06,26.35,58.1
SNS-003,Park,2026-04-11,25.633333333333336,62.29999999999999
SNS-003,Park,2026-04-16,23.76666666666667,59.76666666666667
SNS-003,Park,2026-04-21,,
SNS-003,Park,2026-04-26,21.7,67.3
SNS-003,Park,2026-05-01,20.7,65.3
SNS-003,Park,2026-05-06,21.475,62.2
SNS-003,Park,2026-05-11,24.35,64.65
SNS-003,Park,2026-05-16,22.03333333333333,66.03333333333333
SNS-003,Park,2026-05-21,23.9,66.6
SNS-003,Park,2026-05-26,20.4,70.6
SNS-003,Park,2026-05-31,19.725,71.0
SNS-003,Park,2026-06-05,20.67142857142857,69.8
SNS-003,Park,2026-06-10,17.3,74.1
SNS-003,Park,2026-06-15,19.4,71.225
SNS-003,Park,2026-06-20,20.266666666666666,64.0
SNS-003,Park,2026-06-25,21.275,75.375
SNS-003,Park,2026-06-30,17.400000000000002,66.93333333333334
SNS-003,Park,2026-07-05,20.1,71.4
SNS-003,Park,2026-07-10,20.066666666666666,72.56666666666666
SNS-003,Park,2026-07-15,18.45,74.7
SNS-003,Park,2026-07-20,,
SNS-003,Park,2026-07-25,21.933333333333334,67.33333333333333
SNS-003,Park,2026-07-30,20.55,67.725
SNS-003,Park,2026-08-04,20.53333333333333,69.23333333333333
SNS-003,Park,2026-08-09,21.275,64.025
SNS-003,Park,2026-08-14,20.2,59.25
SNS-003,Park,2026-08-19,22.1,68.8
SNS-003,Park,2026-08-24,24.585714285714285,65.58571428571427
SNS-003,Park,2026-08-29,,
SNS-003,Park,2026-09-03,26.35,60.599999999999994
SNS-003,Park,2026-09-08,23.7,61.4
SNS-003,Park,2026-09-13,25.9,62.900000000000006
SNS-004,Park,2025-01-05,24.925,59.175000000000004
SNS-004,Park,2025-01-10,24.9,59.75
SNS-004,Park,2025-01-15,24.1,53.3
SNS-004,Park,2025-01-20,28.9,53.9
SNS-004,Park,2025-01-25,29.0,50.5
SNS-004,Park,2025-01-30,29.7,58.9
SNS-004,Park,2025-02-04,31.55,54.650000000000006
SNS-004,Park,2025-02-09,27.4,54.45
SNS-004,Park,2025-02-14,26.5,56.5
SNS-004,Park,2025-02-19,29.85,53.1
SNS-004,Park,2025-02-24,30.5,50.06666666666666
SNS-004,Park,2025-03-01,30.900000000000002,50.23333333333333
SNS-004,Park,2025-03-06,29.399999999999995,52.53333333333333
SNS-004,Park,2025-03-11,30.833333333333332,49.23333333333333
SNS-004,Park,2025-03-16,29.450000000000003,49.15
SNS-004,Park,2025-03-21,,
SNS-004,Park,2025-03-26,30.566666666666666,50.53333333333333
SNS-004,Park,2025-03-31,31.55,48.75
SNS-004,Park,2025-04-05,30.439999999999998,51.06
SNS-004,Park,2025-04-10,26.4,44.0
SNS-004,Park,2025-04-15,31.7,56.9
SNS-004,Park,2025-04-20,27.933333333333334,50.800000000000004
SNS-004,Park,2025-04-25,26.95,56.05
SNS-004,Park,2025-04-30,27.5,59.25
SNS-004,Park,2025-05-05,27.400000000000002,52.133333333333326
SNS-004,Park,2025-05-10,28.3,59.56666666666667
SNS-004,Park,2025-05-15,28.45,51.05
SNS-004,Park,2025-05-20,27.866666666666664,60.833333333333336
SNS-004,Park,2025-05-25,25.5,55.6
SNS-004,Park,2025-05-30,24.599999999999998,62.300000000000004
SNS-004,Park,2025-06-04,24.1,57.1
SNS-004,Park,2025-06-09,27.35,72.65
SNS-004,Park,2025-06-14,22.2,62.1
SNS-004,Park,2025-06-19,21.825,62.8
SNS-004,Park,2025-06-24,,
SNS-004,Park,2025-06-29,23.28,67.88
SNS-004,Park,2025-07-04,22.5,64.6
SNS-004,Park,2025-07-09,22.85,68.85
SNS-004,Park,2025-07-14,20.333333333333332,68.33333333333333
SNS-004,Park,2025-07-19,19.55,69.6
SNS-004,Park,2025-07-24,23.7,67.6
SNS-004,Park,2025-07-29,,
SNS-004,Park,2025-08-03,21.9,75.2
SNS-004,Park,2025-08-08,18.5,69.35
SNS-004,Park,2025-08-13,20.933333333333334,70.10000000000001
SNS-004,Park,2025-08-18,19.3,66.96
SNS-004,Park,2025-08-23,20.5,70.83333333333333
SNS-004,Park,2025-08-28,19.733333333333334,69.96666666666665
SNS-004,Park,2025-09-02,19.366666666666667,66.16666666666667
SNS-004,Park,2025-09-07,,
SNS-004,Park,2025-09-12,21.0,74.44999999999999
SNS-004,Park,2025-09-17,19.919999999999998,67.84
SNS-004,Park,2025-09-22,21.225,71.75
SNS-004,Park,2025-09-27,18.950000000000003,72.4
SNS-004,Park,2025-10-02,20.466666666666665,65.76666666666667
SNS-004,Park,2025-10-07,23.549999999999997,62.949999999999996
SNS-004,Park,2025-10-12,23.275,66.02499999999999
SNS-004,Park,2025-10-17,23.7,60.1
SNS-004,Park,2025-10-22,21.65,60.05
SNS-004,Park,2025-10-27,25.25,58.6
SNS-004,Park,2025-11-01,23.725,57.9
SNS-004,Park,2025-11-06,25.15,59.099999999999994
SNS-004,Park,2025-11-11,23.4,61.5
SNS-004,Park,2025-11-16,24.299999999999997,59.0
SNS-004,Park,2025-11-21,27.633333333333336,50.43333333333334
SNS-004,Park,2025-11-26,26.419999999999998,59.879999999999995
SNS-004,Park,2025-12-01,28.3,51.0
SNS-004,Park,2025-12-06,27.05,55.85
SNS-004,Park,2025-12-11,29.45,48.45
SNS-004,Park,2025-12-16,29.5,52.6
SNS-004,Park,2025-12-21,27.1,57.9
SNS-004,Park,2025-12-26,28.9,53.239999999999995
SNS-004,Park,2025-12-31,27.8,57.0
SNS-004,Park,2026-01-05,28.7,48.199999999999996
SNS-004,Park,2026-01-10,32.2,48.7
SNS-004,Park,2026-01-15,29.166666666666668,52.96666666666667
SNS-004,Park,2026-01-20,30.3,49.5
SNS-004,Park,2026-01-25,29.85,48.55
SNS-004,Park,2026-01-30,30.75,50.525
SNS-004,Park,2026-02-04,29.799999999999997,57.599999999999994
SNS-004,Park,2026-02-09,30.700000000000003,50.3
SNS-004,Park,2026-02-14,,
SNS-004,Park,2026-02-19,,
SNS-004,Park,2026-02-24,28.566666666666666,51.166666666666664
SNS-004,Park,2026-03-01,28.799999999999997,57.85
SNS-004,Park,2026-03-06,28.3,50.43333333333334
SNS-004,Park,2026-03-11,27.833333333333332,55.43333333333333
SNS-004,Park,2026-03-16,26.3,56.8
SNS-004,Park,2026-03-21,28.5,57.6
SNS-004,Park,2026-03-26,26.2,56.5
SNS-004,Park,2026-03-31,22.8,50.7
SNS-004,Park,2026-04-05,,
SNS-004,Park,2026-04-10,22.7,65.9
SNS-004,Park,2026-04-15,22.35,59.95
SNS-004,Park,2026-04-20,24.9,61.45
SNS-004,Park,2026-04-25,23.299999999999997,65.7
SNS-004,Park,2026-04-30,24.4,56.7
SNS-004,Park,2026-05-05,21.8,67.18333333333334
SNS-004,Park,2026-05-10,21.200000000000003,56.45
SNS-004,Park,2026-05-15,20.166666666666668,67.33333333333333
SNS-004,Park,2026-05-20,22.2,52.8
SNS-004,Park,2026-05-25,19.46666666666667,68.63333333333334
SNS-004,Park,2026-05-30,21.02,66.61999999999999
SNS-004,Park,2026-06-04,20.1,74.7
SNS-004,Park,2026-06-09,19.48,73.34
SNS-004,Park,2026-06-14,21.14,73.53999999999999
SNS-004,Park,2026-06-19,20.6,70.8
SNS-004,Park,2026-06-24,20.2,68.8
SNS-004,Park,2026-06-29,19.05,73.8
SNS-004,Park,2026-07-04,,
SNS-004,Park,2026-07-09,20.366666666666667,71.53333333333333
SNS-004,Park,2026-07-14,21.15,71.6
SNS-004,Park,2026-07-19,20.599999999999998,67.66666666666667
SNS-004,Park,2026-07-24,21.266666666666666,69.2
SNS-004,Park,2026-07-29,20.5,67.7
SNS-004,Park,2026-08-03,19.8,70.9
SNS-004,Park,2026-08-08,23.666666666666668,71.76666666666667
SNS-004,Park,2026-08-13,21.56,67.76
SNS-004,Park,2026-08-18,22.0,58.4
SNS-004,Park,2026-08-23,22.05,71.1
SNS-004,Park,2026-08-28,21.5,57.25
SNS-004,Park,2026-09-02,23.2,61.55
SNS-004,Park,2026-09-07,26.9,54.9
SNS-004,Park,2026-09-12,29.4,57.7
SNS-005,Industrial,2025-01-01,26.4,64.7
SNS-005,Industrial,2025-01-06,27.25,57.35
SNS-005,Industrial,2025-01-11,25.400000000000002,55.71666666666667
SNS-005,Industrial,2025-01-16,26.366666666666664,58.56666666666666
SNS-005,Industrial,2025-01-21,27.425,50.225
SNS-005,Industrial,2025-01-26,24.0,61.1
SNS-005,Industrial,2025-01-31,27.8,47.425
SNS-005,Industrial,2025-02-05,30.1,46.6
SNS-005,Industrial,2025-02-10,30.400000000000002,48.03333333333333
SNS-005,Industrial,2025-02-15,28.5,53.375
SNS-005,Industrial,2025-02-20,30.45,50.8
SNS-005,Industrial,2025-02-25,31.866666666666664,53.166666666666664
SNS-005,Industrial,2025-03-02,30.2,53.25
SNS-005,Industrial,2025-03-07,29.785714285714285,49.357142857142854
SNS-005,Industrial,2025-03-12,30.1,48.6
SNS-005,Industrial,2025-03-17,29.583333333333332,50.03333333333333
SNS-005,Industrial,2025-03-22,29.049999999999997,46.9
SNS-005,Industrial,2025-03-27,31.65,53.575
SNS-005,Industrial,2025-04-01,29.65,48.25
SNS-005,Industrial,2025-04-06,,
SNS-005,Industrial,2025-04-11,30.4,45.3
SNS-005,Industrial,2025-04-16,,
SNS-005,Industrial,2025-04-21,29.599999999999998,48.9
SNS-005,Industrial,2025-04-26,,
