,timestamp,sensor_id,location_type,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,traffic_density_score,co2_ppm,no2_ppb,pm2.5,pm10,aqi_category
31,2025-01-02 07:00:00,SNS-045,Residential,28.8,52.8,2.2,0,0.83,467.7,42.9,30.7,39.9,Moderate
32,2025-01-02 08:00:00,SNS-018,Residential,25.2,57.4,7.1,0,0.98,465.6,51.6,39.1,71.7,Unhealthy for Sensitive
33,2025-01-02 09:00:00,SNS-010,Roadside,27.6,69.3,2.4,0,0.76,509.1,36.2,54.3,75.0,Unhealthy for Sensitive
34,2025-01-02 10:00:00,SNS-033,Roadside,27.8,59.7,8.3,0,0.45,460.5,28.4,33.0,46.5,Moderate
35,2025-01-02 11:00:00,SNS-022,Roadside,23.8,52.5,2.8,0,0.4,471.7,25.3,35.0,54.6,Moderate
36,2025-01-02 12:00:00,SNS-048,Roadside,24.9,56.5,10.9,0,0.54,457.3,23.6,33.1,43.0,Moderate
37,2025-01-02 13:00:00,SNS-042,Residential,26.1,59.6,1.9,0,0.47,457.4,31.9,35.1,47.0,Unhealthy for Sensitive
38,2025-01-02 14:00:00,SNS-036,Industrial,22.0,62.0,2.3,0,0.44,510.1,33.6,50.5,73.3,Unhealthy for Sensitive
39,2025-01-02 15:00:00,SNS-020,Roadside,26.1,70.4,1.6,0,0.6,499.1,36.0,42.8,68.8,Unhealthy for Sensitive
40,2025-01-02 16:00:00,SNS-023,Roadside,27.5,54.4,2.6,0,0.91,526.9,51.9,60.8,100.1,Unhealthy
41,2025-01-02 17:00:00,SNS-027,Residential,25.7,61.7,4.5,0,0.94,462.3,40.4,38.8,65.7,Unhealthy for Sensitive
42,2025-01-02 18:00:00,SNS-006,Industrial,26.0,61.1,4.3,0,0.85,551.4,49.2,52.7,81.6,Unhealthy for Sensitive
43,2025-01-02 19:00:00,SNS-013,Roadside,24.4,59.4,8.7,0,0.85,492.4,51.0,39.6,59.5,Unhealthy for Sensitive
44,2025-01-02 20:00:00,SNS-033,Roadside,26.7,59.8,3.8,0,0.49,482.6,23.2,41.9,68.6,Unhealthy for Sensitive
45,2025-01-02 21:00:00,SNS-028,Residential,26.2,58.6,1.3,0,0.31,419.9,26.4,33.1,47.9,Moderate
46,2025-01-02 22:00:00,SNS-002,Industrial,27.1,57.1,5.8,0,0.34,503.1,30.0,33.0,49.3,Moderate
47,2025-01-02 23:00:00,SNS-045,Residential,24.6,56.8,4.6,0,0.05,389.1,17.5,7.5,6.2,Good
48,2025-01-03 00:00:00,SNS-012,Park,25.4,53.4,2.2,0,0.16,424.5,22.4,4.0,5.0,Good
49,2025-01-03 01:00:00,SNS-012,Park,22.7,61.5,0.3,0,0.11,393.9,19.2,3.8,5.0,Good
50,2025-01-03 02:00:00,SNS-030,Industrial,28.5,58.5,3.2,0,0.12,506.1,10.0,34.2,46.5,Moderate
51,2025-01-03 03:00:00,SNS-032,Roadside,21.0,58.2,2.1,1,0.19,457.2,20.8,19.8,20.3,Moderate
52,2025-01-03 04:00:00,SNS-050,Industrial,26.5,59.1,10.4,0,0.15,461.1,16.7,26.9,48.1,Moderate
53,2025-01-03 05:00:00,SNS-042,Residential,25.2,60.1,4.0,0,0.31,439.9,23.4,14.9,14.9,Moderate
54,2025-01-03 06:00:00,SNS-034,Residential,25.7,57.3,11.2,1,0.34,380.0,28.6,6.4,13.2,Good
55,2025-01-03 07:00:00,SNS-013,Roadside,24.2,65.0,3.4,0,0.81,508.8,50.6,49.2,79.2,Unhealthy for Sensitive
56,2025-01-03 08:00:00,SNS-014,Roadside,23.9,59.1,10.2,0,0.8,473.2,42.9,29.6,45.8,Moderate
57,2025-01-03 09:00:00,SNS-013,Roadside,22.1,54.6,9.2,0,0.7,473.2,32.4,31.4,53.6,Moderate
58,2025-01-03 10:00:00,SNS-036,Industrial,24.5,57.4,0.5,0,0.53,551.0,27.4,63.1,94.9,Unhealthy
59,2025-01-03 11:00:00,SNS-025,Industrial,23.7,66.2,7.9,0,0.42,500.6,29.7,34.6,57.7,Moderate
60,2025-01-03 12:00:00,SNS-041,Industrial,26.1,69.0,14.9,0,0.37,470.7,30.1,14.1,23.1,Moderate
61,2025-01-03 13:00:00,SNS-010,Roadside,23.9,65.3,3.5,0,0.43,487.1,30.4,40.0,56.6,Unhealthy for Sensitive
62,2025-01-03 14:00:00,SNS-041,Industrial,26.4,56.3,1.2,0,0.44,526.8,27.5,49.3,73.5,Unhealthy for Sensitive
63,2025-01-03 15:00:00,SNS-012,Park,21.9,56.2,18.4,0,0.48,380.0,28.6,2.0,5.0,Good
64,2025-01-03 16:00:00,SNS-001,Roadside,24.5,61.0,2.5,0,0.96,535.6,47.3,60.0,89.2,Unhealthy
65,2025-01-03 17:00:00,SNS-024,Park,26.6,57.2,1.7,0,0.8,471.4,46.2,14.5,20.5,Moderate
66,2025-01-03 18:00:00,SNS-012,Park,25.6,61.1,1.8,0,0.99,489.1,45.1,23.1,34.2,Moderate
67,2025-01-03 19:00:00,SNS-036,Industrial,22.4,54.9,2.2,1,0.85,586.2,38.0,32.9,51.7,Moderate
68,2025-01-03 20:00:00,SNS-049,Industrial,24.3,58.3,4.7,0,0.58,533.7,26.5,38.3,60.2,Unhealthy for Sensitive
69,2025-01-03 21:00:00,SNS-039,Park,25.0,69.5,3.7,0,0.56,434.0,35.2,9.2,9.3,Good
70,2025-01-03 22:00:00,SNS-049,Industrial,28.1,61.1,4.2,0,0.36,519.8,16.6,34.3,57.3,Moderate
71,2025-01-03 23:00:00,SNS-003,Park,26.3,61.9,8.5,5,0.14,380.0,12.6,2.0,6.4,Good
72,2025-01-04 00:00:00,SNS-043,Industrial,25.6,61.1,2.5,0,0.08,472.5,14.8,33.5,48.2,Moderate
73,2025-01-04 01:00:00,SNS-020,Roadside,22.3,55.0,1.6,0,0.05,451.3,7.5,31.0,46.5,Moderate
74,2025-01-04 02:00:00,SNS-019,Industrial,25.2,58.4,3.6,0,0.15,511.5,22.4,36.0,55.5,Unhealthy for Sensitive
75,2025-01-04 03:00:00,SNS-041,Industrial,24.6,62.7,10.3,0,0.0,444.1,6.7,22.9,40.0,Moderate
76,2025-01-04 04:00:00,SNS-028,Residential,27.2,61.9,1.6,0,0.12,415.8,16.9,17.9,25.7,Moderate
77,2025-01-04 05:00:00,SNS-036,Industrial,24.2,63.6,1.5,1,0.32,528.2,25.5,25.5,39.7,Moderate
78,2025-01-04 06:00:00,SNS-046,Roadside,26.2,60.9,3.9,0,0.49,474.0,37.4,42.1,61.8,Unhealthy for Sensitive
79,2025-01-04 07:00:00,SNS-030,Industrial,24.9,64.0,2.1,0,0.81,573.5,36.8,53.3,84.3,Unhealthy for Sensitive
80,2025-01-04 08:00:00,SNS-022,Roadside,28.1,56.8,4.4,0,0.94,534.9,52.4,59.5,89.2,Unhealthy
81,2025-01-04 09:00:00,SNS-042,Residential,23.6,60.1,5.6,0,0.77,464.4,29.0,24.8,44.6,Moderate
82,2025-01-04 10:00:00,SNS-045,Residential,25.4,57.8,2.1,1,0.43,439.1,20.8,15.4,24.8,Moderate
83,2025-01-04 11:00:00,SNS-037,Residential,25.1,62.1,6.8,0,0.51,421.7,23.3,20.6,34.3,Moderate
84,2025-01-04 12:00:00,SNS-034,Residential,29.0,61.2,7.1,1,0.39,405.4,23.2,7.7,21.8,Good
85,2025-01-04 13:00:00,SNS-046,Roadside,25.0,55.0,1.3,0,0.48,488.4,26.4,58.2,81.5,Unhealthy
86,2025-01-04 14:00:00,SNS-030,Industrial,23.0,65.3,3.5,0,0.51,562.9,34.3,50.9,69.3,Unhealthy for Sensitive
87,2025-01-04 15:00:00,SNS-032,Roadside,23.7,60.4,3.2,0,0.36,468.0,24.0,46.3,70.4,Unhealthy for Sensitive
88,2025-01-04 16:00:00,SNS-012,Park,25.3,54.7,2.7,0,0.97,486.5,54.4,32.5,53.8,Moderate
89,2025-01-04 17:00:00,SNS-031,Park,25.5,61.4,1.1,5,0.84,483.4,42.7,14.9,21.6,Moderate
90,2025-01-04 18:00:00,SNS-012,Park,26.8,53.3,1.9,0,0.84,471.2,47.6,30.8,53.6,Moderate
91,2025-01-04 19:00:00,SNS-045,Residential,22.6,54.2,0.5,0,0.82,483.9,47.3,45.4,63.9,Unhealthy for Sensitive
92,2025-01-04 20:00:00,SNS-037,Residential,23.7,56.3,2.4,0,0.48,454.1,34.3,26.4,40.3,Moderate
93,2025-01-04 21:00:00,SNS-042,Residential,24.8,58.5,1.0,0,0.43,446.1,26.6,23.2,44.2,Moderate
94,2025-01-04 22:00:00,SNS-024,Park,27.4,55.3,2.3,0,0.54,451.7,32.0,21.0,27.4,Moderate
95,2025-01-04 23:00:00,SNS-031,Park,23.2,47.5,0.8,0,0.15,392.1,17.2,4.7,8.2,Good
96,2025-01-05 00:00:00,SNS-028,Residential,24.7,62.1,1.9,5,0.14,419.7,16.2,11.7,11.5,Good
97,2025-01-05 01:00:00,SNS-038,Roadside,26.9,51.5,8.1,0,0.11,423.7,13.8,28.0,37.8,Moderate
98,2025-01-05 02:00:00,SNS-024,Park,25.7,57.9,2.3,0,0.11,404.3,13.9,2.0,12.0,Good
99,2025-01-05 03:00:00,SNS-043,Industrial,26.7,53.7,3.4,0,0.02,456.3,18.7,40.9,70.0,Unhealthy for Sensitive
100,2025-01-05 04:00:00,SNS-028,Residential,28.3,64.2,3.7,0,0.17,414.9,11.2,4.7,5.5,Good
101,2025-01-05 05:00:00,SNS-038,Roadside,26.3,51.7,3.9,0,0.4,491.5,29.8,49.2,77.8,Unhealthy for Sensitive
102,2025-01-05 06:00:00,SNS-033,Roadside,19.7,63.8,5.9,0,0.52,466.6,33.3,36.6,54.5,Unhealthy for Sensitive
103,2025-01-05 07:00:00,SNS-004,Park,23.5,60.0,6.4,0,0.94,473.2,54.9,20.1,30.6,Moderate
104,2025-01-05 08:00:00,SNS-008,Roadside,25.6,57.8,1.5,1,0.93,544.8,48.2,38.8,64.0,Unhealthy for Sensitive
105,2025-01-05 09:00:00,SNS-029,Park,22.4,61.8,2.4,1,0.77,475.5,33.7,16.9,30.3,Moderate
106,2025-01-05 10:00:00,SNS-046,Roadside,23.5,60.6,4.9,0,0.36,462.3,27.9,39.7,59.8,Unhealthy for Sensitive
107,2025-01-05 11:00:00,SNS-042,Residential,25.3,49.2,2.1,0,0.32,428.8,25.4,21.9,42.3,Moderate
108,2025-01-05 12:00:00,SNS-006,Industrial,27.1,50.9,3.2,0,0.38,525.6,24.7,42.7,68.0,Unhealthy for Sensitive
109,2025-01-05 13:00:00,SNS-046,Roadside,24.2,62.3,2.6,0,0.37,475.6,23.4,44.0,67.1,Unhealthy for Sensitive
110,2025-01-05 14:00:00,SNS-040,Residential,28.0,73.7,0.8,0,0.59,478.3,24.6,20.5,25.2,Moderate
111,2025-01-05 15:00:00,SNS-049,Industrial,26.9,58.0,5.4,0,0.54,522.5,27.9,48.4,77.6,Unhealthy for Sensitive
112,2025-01-05 16:00:00,SNS-015,Roadside,25.6,59.3,5.0,0,0.88,494.0,46.2,48.4,75.3,Unhealthy for Sensitive
113,2025-01-05 17:00:00,SNS-035,Roadside,26.7,71.6,1.8,0,0.73,513.6,28.6,52.9,82.3,Unhealthy for Sensitive
114,2025-01-05 18:00:00,SNS-036,Industrial,24.8,67.0,1.7,1,0.96,586.5,47.4,39.8,56.3,Unhealthy for Sensitive
115,2025-01-05 19:00:00,SNS-033,Roadside,25.0,57.2,9.0,0,0.91,504.8,41.4,39.8,74.3,Unhealthy for Sensitive
116,2025-01-05 20:00:00,SNS-041,Industrial,26.5,59.9,3.0,0,0.55,526.2,24.1,40.3,51.7,Unhealthy for Sensitive
117,2025-01-05 21:00:00,SNS-028,Residential,26.3,60.0,6.4,0,0.57,444.8,35.5,23.2,27.0,Moderate
118,2025-01-05 22:00:00,SNS-001,Roadside,26.1,62.7,8.0,0,0.53,476.4,26.2,43.9,59.5,Unhealthy for Sensitive
119,2025-01-05 23:00:00,SNS-015,Roadside,29.1,53.4,1.6,0,0.2,449.2,21.7,44.6,62.2,Unhealthy for Sensitive
120,2025-01-06 00:00:00,SNS-042,Residential,25.6,59.4,6.9,0,0.1,395.1,16.9,10.4,10.2,Good
121,2025-01-06 01:00:00,SNS-033,Roadside,25.5,59.0,4.6,0,0.13,440.4,12.7,36.2,47.7,Unhealthy for Sensitive
122,2025-01-06 02:00:00,SNS-037,Residential,25.3,67.3,3.7,0,0.03,382.8,9.8,5.0,10.3,Good
123,2025-01-06 03:00:00,SNS-028,Residential,23.7,52.8,6.2,0,0.13,395.3,20.0,8.5,8.6,Good
124,2025-01-06 04:00:00,SNS-018,Residential,24.2,57.8,0.7,5,0.19,435.2,18.9,12.1,18.5,Moderate
125,2025-01-06 05:00:00,SNS-014,Roadside,27.4,56.9,2.4,0,0.35,464.3,19.1,38.6,60.8,Unhealthy for Sensitive
126,2025-01-06 06:00:00,SNS-049,Industrial,27.8,60.9,5.0,0,0.4,519.8,22.4,41.2,68.6,Unhealthy for Sensitive
127,2025-01-06 07:00:00,SNS-026,Industrial,25.1,66.0,10.2,0,0.95,552.3,49.7,52.9,82.3,Unhealthy for Sensitive
128,2025-01-06 08:00:00,SNS-011,Residential,22.3,59.8,2.5,10,0.87,493.7,53.3,20.0,35.3,Moderate
129,2025-01-06 09:00:00,SNS-032,Roadside,24.9,55.0,3.7,0,0.89,523.0,43.2,54.9,79.8,Unhealthy for Sensitive
130,2025-01-06 10:00:00,SNS-027,Residential,25.1,60.9,4.3,0,0.36,420.6,22.1,14.9,19.9,Moderate
131,2025-01-06 11:00:00,SNS-023,Roadside,26.3,55.6,2.3,0,0.52,472.8,33.0,49.1,63.0,Unhealthy for Sensitive
132,2025-01-06 12:00:00,SNS-011,Residential,29.2,62.9,3.4,0,0.43,413.6,21.2,17.7,36.7,Moderate
133,2025-01-06 13:00:00,SNS-045,Residential,30.0,58.3,4.9,0,0.34,423.2,21.1,13.5,17.6,Moderate
134,2025-01-06 14:00:00,SNS-034,Residential,26.9,46.9,3.8,0,0.58,458.1,28.9,21.5,39.8,Moderate
135,2025-01-06 15:00:00,SNS-039,Park,24.8,52.2,6.3,0,0.54,416.5,36.2,5.0,10.2,Good
136,2025-01-06 16:00:00,SNS-019,Industrial,22.4,57.6,1.0,0,0.97,594.5,47.1,66.4,96.3,Unhealthy
137,2025-01-06 17:00:00,SNS-014,Roadside,25.6,69.1,4.0,0,0.71,514.0,38.7,48.0,68.0,Unhealthy for Sensitive
138,2025-01-06 18:00:00,SNS-028,Residential,24.4,63.2,3.0,0,0.73,473.4,39.8,32.5,56.4,Moderate
139,2025-01-06 19:00:00,SNS-003,Park,28.0,58.5,3.6,0,0.76,455.0,41.4,12.2,12.9,Moderate
140,2025-01-06 20:00:00,SNS-040,Residential,25.0,58.0,3.4,1,0.52,451.2,30.7,10.6,14.0,Good
141,2025-01-06 21:00:00,SNS-035,Roadside,24.4,57.0,1.1,0,0.45,495.7,22.6,50.9,72.0,Unhealthy for Sensitive
142,2025-01-06 22:00:00,SNS-004,Park,25.1,66.4,5.2,0,0.6,447.0,31.9,15.2,23.6,Moderate
143,2025-01-06 23:00:00,SNS-016,Roadside,21.7,51.6,4.2,0,0.0,428.2,8.8,21.7,33.1,Moderate
144,2025-01-07 00:00:00,SNS-031,Park,26.8,50.5,4.7,0,0.09,380.0,17.2,3.3,8.1,Good
145,2025-01-07 01:00:00,SNS-030,Industrial,24.3,64.0,4.8,0,0.07,481.7,3.9,29.7,40.2,Moderate
146,2025-01-07 02:00:00,SNS-011,Residential,24.9,64.3,1.6,0,0.19,410.9,24.4,18.5,26.4,Moderate
147,2025-01-07 03:00:00,SNS-035,Roadside,26.5,69.2,0.1,0,0.13,454.0,13.5,38.3,56.1,Unhealthy for Sensitive
148,2025-01-07 04:00:00,SNS-027,Residential,24.6,60.3,1.4,0,0.14,421.4,13.4,19.0,28.2,Moderate
149,2025-01-07 05:00:00,SNS-007,Park,23.0,60.2,2.3,0,0.46,429.9,29.7,16.3,26.4,Moderate
150,2025-01-07 06:00:00,SNS-034,Residential,24.9,67.8,3.5,0,0.37,426.4,19.6,18.0,33.7,Moderate
151,2025-01-07 07:00:00,SNS-012,Park,25.7,63.6,5.4,0,0.77,449.2,36.5,16.2,19.5,Moderate
152,2025-01-07 08:00:00,SNS-031,Park,25.6,61.6,1.4,0,0.74,459.1,43.6,26.9,43.6,Moderate
153,2025-01-07 09:00:00,SNS-007,Park,26.3,55.2,0.2,0,0.96,482.4,52.2,35.2,55.1,Unhealthy for Sensitive
154,2025-01-07 10:00:00,SNS-016,Roadside,22.7,58.7,8.3,0,0.36,448.9,22.6,32.6,43.4,Moderate
155,2025-01-07 11:00:00,SNS-032,Roadside,27.1,56.8,6.1,0,0.45,460.8,24.2,33.5,52.3,Moderate
156,2025-01-07 12:00:00,SNS-004,Park,26.2,52.7,2.1,1,0.39,441.3,30.2,6.8,10.5,Good
157,2025-01-07 13:00:00,SNS-012,Park,25.1,53.0,10.4,0,0.4,384.0,23.8,2.0,5.0,Good
158,2025-01-07 14:00:00,SNS-029,Park,23.0,57.1,2.2,0,0.3,416.7,24.2,7.7,13.5,Good
159,2025-01-07 15:00:00,SNS-007,Park,29.7,61.8,8.0,0,0.37,402.1,21.3,2.0,5.0,Good
160,2025-01-07 16:00:00,SNS-008,Roadside,26.2,58.9,2.2,0,0.98,531.5,45.0,63.5,88.3,Unhealthy
161,2025-01-07 17:00:00,SNS-021,Industrial,25.9,63.7,4.1,0,0.77,557.5,39.1,53.1,85.1,Unhealthy for Sensitive
162,2025-01-07 18:00:00,SNS-042,Residential,25.3,57.1,2.6,0,0.88,460.1,47.7,38.8,56.5,Unhealthy for Sensitive
163,2025-01-07 19:00:00,SNS-026,Industrial,25.7,61.5,0.8,0,0.98,599.0,50.1,71.7,105.3,Unhealthy
164,2025-01-07 20:00:00,SNS-035,Roadside,25.5,56.8,2.5,0,0.42,474.1,20.6,46.4,73.2,Unhealthy for Sensitive
165,2025-01-07 21:00:00,SNS-008,Roadside,27.6,57.9,8.5,0,0.41,445.4,26.6,28.5,41.7,Moderate
166,2025-01-07 22:00:00,SNS-022,Roadside,24.4,61.2,4.3,0,0.3,458.7,25.9,34.1,49.1,Moderate
167,2025-01-07 23:00:00,SNS-006,Industrial,25.3,59.9,2.9,1,0.08,499.0,16.4,22.1,25.4,Moderate
168,2025-01-08 00:00:00,SNS-031,Park,30.3,60.9,3.9,0,0.14,410.0,6.4,8.8,12.8,Good
169,2025-01-08 01:00:00,SNS-002,Industrial,21.7,56.1,6.6,0,0.12,482.0,15.6,24.2,33.4,Moderate
170,2025-01-08 02:00:00,SNS-022,Roadside,26.9,61.1,2.1,0,0.12,446.3,6.9,37.1,55.9,Unhealthy for Sensitive
171,2025-01-08 03:00:00,SNS-049,Industrial,25.8,53.8,3.6,0,0.15,523.2,18.9,36.4,60.3,Unhealthy for Sensitive
172,2025-01-08 04:00:00,SNS-035,Roadside,24.7,56.8,4.8,0,0.05,418.0,9.7,33.2,52.7,Moderate
173,2025-01-08 05:00:00,SNS-040,Residential,26.9,63.9,3.5,0,0.51,439.6,24.5,21.1,31.5,Moderate
174,2025-01-08 06:00:00,SNS-001,Roadside,29.2,62.7,3.5,0,0.41,467.0,18.1,45.3,68.4,Unhealthy for Sensitive
175,2025-01-08 07:00:00,SNS-007,Park,28.5,61.4,4.6,0,0.71,459.3,39.5,11.3,7.8,Good
176,2025-01-08 08:00:00,SNS-024,Park,24.6,52.2,1.1,0,0.72,459.5,37.7,32.8,52.8,Moderate
177,2025-01-08 09:00:00,SNS-019,Industrial,25.0,55.0,6.7,0,0.92,547.7,52.9,52.6,81.0,Unhealthy for Sensitive
178,2025-01-08 10:00:00,SNS-009,Park,26.7,61.3,14.1,0,0.51,380.5,24.8,2.0,5.0,Good
179,2025-01-08 11:00:00,SNS-023,Roadside,28.9,56.1,4.1,5,0.39,466.3,22.8,25.1,38.0,Moderate
180,2025-01-08 12:00:00,SNS-028,Residential,26.3,61.8,5.7,0,0.58,431.8,30.0,22.7,31.4,Moderate
181,2025-01-08 13:00:00,SNS-005,Industrial,27.4,59.2,4.2,0,0.36,511.3,27.1,38.0,50.6,Unhealthy for Sensitive
182,2025-01-08 14:00:00,SNS-046,Roadside,24.6,45.6,7.8,0,0.52,468.0,36.5,35.1,46.3,Unhealthy for Sensitive
183,2025-01-08 15:00:00,SNS-016,Roadside,25.6,56.7,6.8,0,0.56,466.8,36.0,38.6,58.5,Unhealthy for Sensitive
184,2025-01-08 16:00:00,SNS-033,Roadside,26.9,64.7,0.9,1,0.76,518.8,38.1,34.9,58.2,Moderate
185,2025-01-08 17:00:00,SNS-002,Industrial,25.0,54.8,1.1,0,0.74,568.6,41.0,53.4,88.3,Unhealthy for Sensitive
186,2025-01-08 18:00:00,SNS-024,Park,24.3,50.4,6.1,0,0.77,438.2,42.1,16.7,24.5,Moderate
187,2025-01-08 19:00:00,SNS-017,Roadside,25.2,62.6,4.3,0,0.7,520.9,36.7,44.4,62.8,Unhealthy for Sensitive
188,2025-01-08 20:00:00,SNS-022,Roadside,25.0,57.2,1.9,0,0.4,492.4,25.5,41.0,68.7,Unhealthy for Sensitive
189,2025-01-08 21:00:00,SNS-012,Park,24.0,64.5,3.1,0,0.4,413.4,29.8,8.4,13.5,Good
190,2025-01-08 22:00:00,SNS-004,Park,24.9,57.6,5.6,0,0.34,414.2,17.5,12.3,18.4,Moderate
191,2025-01-08 23:00:00,SNS-031,Park,24.4,67.5,3.2,0,0.09,396.6,13.4,8.3,21.2,Good
192,2025-01-09 00:00:00,SNS-020,Roadside,27.7,58.0,4.7,0,0.11,435.6,16.1,17.9,24.8,Moderate
193,2025-01-09 01:00:00,SNS-034,Residential,25.9,59.0,2.9,0,0.07,413.2,10.6,14.7,17.9,Moderate
194,2025-01-09 02:00:00,SNS-011,Residential,28.4,58.2,3.3,0,0.09,414.6,21.0,5.0,12.6,Good
195,2025-01-09 03:00:00,SNS-015,Roadside,23.5,64.7,3.6,0,0.07,442.8,11.3,26.4,38.1,Moderate
196,2025-01-09 04:00:00,SNS-032,Roadside,29.7,53.5,5.0,1,0.04,438.7,7.3,18.2,30.6,Moderate
197,2025-01-09 05:00:00,SNS-006,Industrial,26.7,54.2,0.6,0,0.52,559.3,29.8,58.4,95.0,Unhealthy
198,2025-01-09 06:00:00,SNS-030,Industrial,23.4,60.6,0.8,0,0.49,545.2,30.0,45.8,67.6,Unhealthy for Sensitive
199,2025-01-09 07:00:00,SNS-011,Residential,26.3,55.5,7.1,0,0.73,455.3,40.0,23.1,33.7,Moderate
200,2025-01-09 08:00:00,SNS-017,Roadside,24.5,60.4,2.9,0,0.93,528.5,43.7,54.7,93.1,Unhealthy for Sensitive
201,2025-01-09 09:00:00,SNS-049,Industrial,25.9,54.7,3.4,0,0.84,557.0,38.3,48.5,74.3,Unhealthy for Sensitive
202,2025-01-09 10:00:00,SNS-024,Park,23.7,58.2,5.2,0,0.34,402.5,20.7,4.0,12.5,Good
203,2025-01-09 11:00:00,SNS-001,Roadside,30.3,55.5,0.6,0,0.51,502.5,20.0,43.9,62.0,Unhealthy for Sensitive
204,2025-01-09 12:00:00,SNS-008,Roadside,24.6,58.9,3.6,0,0.33,480.6,22.6,36.9,55.6,Unhealthy for Sensitive
205,2025-01-09 13:00:00,SNS-024,Park,28.3,62.7,2.9,0,0.31,429.3,28.2,6.4,7.1,Good
